Time,Healthy,Undetectable,Detectable
0,97,3,0
1,97,3,0
2,97,3,0
3,97,3,0
4,97,3,0
5,97,3,0
6,97,3,0
7,97,3,0
8,97,3,0
9,97,3,0
10,97,3,0
11,97,3,0
12,97,3,0
13,97,3,0
14,97,3,0
15,97,3,0
16,97,3,0
17,97,3,0
18,97,3,0
19,97,3,0
20,97,3,0
21,97,3,0
22,97,3,0
23,97,3,0
24,97,3,0
25,97,3,0
26,97,3,0
27,97,3,0
28,97,3,0
29,97,3,0
30,97,3,0
31,97,3,0
32,97,3,0
33,97,3,0
34,97,3,0
35,97,3,0
36,97,2,1
37,97,2,1
38,97,2,1
39,97,2,1
40,95,4,1
41,95,4,1
42,95,4,1
43,95,4,1
44,95,4,1
45,95,4,1
46,95,4,1
47,95,4,1
48,95,4,1
49,95,4,1
50,95,4,1
51,95,4,1
52,95,4,1
53,95,4,1
54,95,4,1
55,95,4,1
56,95,4,1
57,95,4,1
58,95,4,1
59,95,4,1
60,95,4,1
