Time, position_x, position_y
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 27, 11
0, 27, 11
0, 27, 11
0, 27, 11
0, 27, 11
0, 27, 11
0, 27, 11
0, 27, 11
0, 27, 11
0, 27, 11
0, 27, 10
0, 27, 10
0, 27, 10
0, 27, 10
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 10
0, 27, 10
0, 27, 10
0, 27, 10
0, 27, 10
0, 27, 10
0, 27, 10
0, 27, 10
0, 27, 10
0, 27, 10
0, 27, 10
0, 27, 10
0, 27, 10
0, 27, 10
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 9
0, 27, 10
0, 27, 10
0, 27, 10
0, 27, 10
0, 27, 10
0, 27, 10
0, 27, 10
0, 27, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 11
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 26, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 10
0, 25, 9
0, 25, 9
0, 25, 9
0, 25, 9
0, 25, 9
0, 25, 9
0, 25, 9
0, 25, 9
0, 25, 9
0, 25, 9
0, 25, 9
0, 25, 9
0, 25, 9
0, 25, 9
0, 25, 9
0, 25, 9
0, 24, 9
0, 24, 9
0, 24, 9
0, 24, 9
0, 24, 9
0, 24, 9
0, 25, 9
0, 25, 9
