0, 0, 0
0.1, 0, 0
0.2, 0, 0
0.3, 0, 0
0.4, 0, 0
0.5, 0, 0
0.6, 0, 0
0.7, 0, 0
0.8, 0, 0
0.9, 0, 0
1, 0, 0
1.1, 0, 0
1.2, 0, 0
1.3, 0, 1
1.4, 0, 1
1.5, 0, 1
1.6, 0, 1
1.7, 0, 1
1.8, 0, 1
1.9, 0, 1
2, 0, 1
2.1, 0, 1
2.2, 0, 1
2.3, 0, 1
2.4, 0, 1
2.5, 0, 1
2.6, 0, 1
2.7, 0, 1
2.8, 0, 1
2.9, 0, 1
3, 0, 1
3.1, 0, 1
3.2, 0, 1
3.3, 0, 1
3.4, 0, 1
3.5, 0, 1
3.6, 0, 1
3.7, 0, 1
3.8, 0, 1
3.9, 0, 1
4, 0, 1
4.1, -1, 1
4.2, -1, 1
4.3, -1, 1
4.4, -1, 1
4.5, -1, 1
4.6, -1, 1
4.7, -1, 1
4.8, -1, 1
4.9, -1, 1
5, -1, 1
5.1, -1, 1
5.2, -1, 1
5.3, -1, 1
5.4, -1, 1
5.5, -1, 1
5.6, -1, 1
5.7, -1, 1
5.8, -1, 1
5.9, -1, 1
6, -1, 1
6.1, -1, 1
6.2, -1, 1
6.3, -1, 1
6.4, -1, 1
6.5, -1, 1
6.6, -1, 1
6.7, -1, 1
6.8, -1, 1
6.9, -1, 1
7, -1, 1
7.1, -1, 1
7.2, -1, 1
7.3, -1, 1
7.4, -1, 1
7.5, -1, 1
7.6, -1, 1
7.7, -2, 1
7.8, -2, 1
7.9, -2, 1
8, -2, 1
8.1, -2, 1
8.2, -2, 1
8.3, -2, 1
8.4, -2, 1
8.5, -2, 1
8.6, -2, 1
8.7, -2, 1
8.8, -2, 1
8.9, -2, 1
9, -2, 1
9.1, -2, 1
9.2, -2, 1
9.3, -2, 1
9.4, -2, 1
9.5, -2, 1
9.6, -2, 1
9.7, -2, 1
9.8, -2, 1
9.9, -2, 1
10, -2, 1
10.1, -2, 1
10.2, -2, 1
10.3, -2, 1
10.4, -2, 1
10.5, -2, 1
10.6, -2, 1
10.7, -2, 2
10.8, -2, 2
10.9, -2, 2
11, -2, 2
11.1, -2, 2
11.2, -2, 2
11.3, -2, 2
11.4, -2, 2
11.5, -2, 2
11.6, -2, 2
11.7, -2, 2
11.8, -2, 2
11.9, -2, 1
12, -2, 1
12.1, -2, 1
12.2, -2, 1
12.3, -2, 1
12.4, -2, 1
12.5, -2, 1
12.6, -2, 1
12.7, -2, 1
12.8, -2, 1
12.9, -2, 1
13, -2, 1
13.1, -1, 1
13.2, -1, 1
13.3, -1, 1
13.4, -1, 1
13.5, -1, 1
13.6, -1, 1
13.7, -2, 1
13.8, -2, 1
13.9, -3, 1
14, -3, 1
14.1, -3, 1
14.2, -3, 1
14.3, -3, 1
14.4, -3, 1
14.5, -3, 1
14.6, -3, 1
14.7, -3, 1
14.8, -3, 1
14.9, -3, 1
15, -3, 1
15.1, -3, 1
15.2, -3, 1
15.3, -3, 1
15.4, -3, 1
15.5, -3, 2
15.6, -3, 2
15.7, -3, 2
15.8, -3, 2
15.9, -3, 2
16, -3, 2
16.1, -3, 2
16.2, -3, 2
16.3, -3, 2
16.4, -3, 2
16.5, -3, 1
16.6, -3, 1
16.7, -3, 1
16.8, -3, 1
16.9, -3, 1
17, -3, 1
17.1, -3, 1
17.2, -3, 1
17.3, -3, 1
17.4, -3, 1
17.5, -3, 1
17.6, -3, 1
17.7, -3, 1
17.8, -3, 1
17.9, -3, 0
18, -3, 0
18.1, -3, 0
18.2, -3, 0
18.3, -3, 0
18.4, -3, 0
18.5, -3, 0
18.6, -3, 0
18.7, -3, 0
18.8, -3, 0
18.9, -3, 0
19, -3, 0
19.1, -3, 0
19.2, -3, 0
19.3, -3, 0
19.4, -3, 0
19.5, -3, 0
19.6, -3, 0
19.7, -3, 0
19.8, -3, 0
19.9, -3, 0
20, -3, 0
20.1, -3, 0
20.2, -3, 0
20.3, -3, 0
20.4, -3, 0
20.5, -3, 0
20.6, -3, 0
20.7, -3, 0
20.8, -3, 0
20.9, -3, 0
21, -3, 0
21.1, -3, 0
21.2, -3, 0
21.3, -3, 0
21.4, -3, 0
21.5, -3, 0
21.6, -3, 0
21.7, -3, 0
21.8, -3, 0
21.9, -3, 0
22, -3, 0
22.1, -3, 0
22.2, -3, 0
22.3, -3, 0
22.4, -3, 0
22.5, -3, 0
22.6, -3, 0
22.7, -4, 0
22.8, -4, 0
22.9, -4, 0
23, -4, 0
23.1, -4, 0
23.2, -4, 0
23.3, -4, 0
23.4, -4, 0
23.5, -4, 0
23.6, -4, 0
23.7, -4, -1
23.8, -4, -1
23.9, -3, -1
24, -3, -1
24.1, -3, -1
24.2, -3, -1
24.3, -3, -1
24.4, -3, -1
24.5, -3, -1
24.6, -3, -1
24.7, -3, -1
24.8, -3, -1
24.9, -3, -1
25, -3, -1
25.1, -3, -1
25.2, -3, -1
25.3, -3, -1
25.4, -3, -1
25.5, -3, -1
25.6, -3, -1
25.7, -3, -1
25.8, -3, -1
25.9, -3, -1
26, -3, -1
26.1, -3, -1
26.2, -3, -1
26.3, -3, -1
26.4, -3, -1
26.5, -3, -1
26.6, -3, -1
26.7, -3, -1
26.8, -3, -1
26.9, -3, -1
27, -3, -1
27.1, -3, -1
27.2, -3, -1
27.3, -2, -1
27.4, -2, -1
27.5, -2, 0
27.6, -2, 0
27.7, -2, 0
27.8, -2, 0
27.9, -2, 0
28, -2, 0
28.1, -2, 0
28.2, -2, 0
28.3, -2, 0
28.4, -2, 0
28.5, -2, 0
28.6, -2, 0
28.7, -2, 0
