time,detectable crops upper
234.0,5.0
235.0,5.0
236.0,5.0
237.0,5.0
238.0,5.0
239.0,5.0
240.0,5.0
241.0,5.0
242.0,5.0
243.0,5.0
244.0,5.0
245.0,5.0
246.0,5.0
247.0,5.0
248.0,5.0
249.0,5.0
250.0,5.0
251.0,5.0
252.0,5.0
253.0,5.0
254.0,5.0
255.0,5.0
256.0,5.0
257.0,5.0
258.0,5.0
259.0,5.0
260.0,5.0
261.0,5.0
262.0,5.0
263.0,5.0
264.0,5.0
265.0,5.0
266.0,5.0
267.0,5.0
268.0,5.0
269.0,6.0
270.0,6.0
271.0,6.0
272.0,6.0
273.0,6.0
274.0,6.0
275.0,7.0
276.0,7.0
277.0,7.0
278.0,7.0
279.0,7.0
280.0,7.0
281.0,8.0
282.0,8.0
283.0,8.0
284.0,8.0
285.0,8.0
286.0,8.0
287.0,8.0
288.0,8.0
289.0,9.0
290.0,9.0
291.0,9.0
292.0,9.0
293.0,9.0
294.0,9.0
295.0,9.0
296.0,9.0
297.0,9.0
298.0,9.0
299.0,9.0
300.0,9.0
301.0,9.0
302.0,9.0
303.0,9.0
304.0,9.0
305.0,9.0
306.0,9.0
307.0,9.0
308.0,9.0
309.0,9.0
310.0,9.0
311.0,9.0
312.0,9.0
313.0,9.0
314.0,9.0
315.0,9.0
316.0,9.0
317.0,9.0
318.0,9.0
319.0,9.0
320.0,9.0
321.0,9.0
322.0,9.0
323.0,9.0
324.0,9.0
325.0,9.0
326.0,9.0
327.0,9.0
328.0,9.0
329.0,9.0
330.0,9.0
331.0,9.0
332.0,9.0
333.0,9.0
334.0,9.0
335.0,9.0
336.0,9.0
337.0,9.0
338.0,9.0
339.0,9.0
340.0,9.0
341.0,9.0
342.0,9.0
343.0,9.0
344.0,9.0
345.0,9.0
346.0,9.0
347.0,9.0
348.0,9.0
349.0,9.0
350.0,9.0
351.0,9.0
352.0,9.0
353.0,9.0
354.0,9.0
355.0,9.0
356.0,9.0
357.0,9.0
358.0,9.0
359.0,9.0
360.0,9.0
361.0,9.0
362.0,9.0
363.0,9.0
364.0,9.0
365.0,9.0
366.0,9.0
367.0,9.0
368.0,10.0
369.0,10.0
370.0,10.0
371.0,10.0
372.0,10.0
373.0,10.0
374.0,10.0
375.0,10.0
376.0,10.0
377.0,10.0
378.0,10.0
379.0,10.0
380.0,10.0
381.0,10.0
382.0,10.0
383.0,10.0
384.0,10.0
385.0,10.0
386.0,10.0
387.0,10.0
388.0,10.0
389.0,10.0
390.0,10.0
391.0,10.0
392.0,10.0
393.0,10.0
394.0,10.0
395.0,10.0
396.0,10.0
397.0,10.0
398.0,10.0
399.0,10.0
400.0,10.0
401.0,10.0
402.0,10.0
403.0,10.0
404.0,10.0
405.0,10.0
406.0,10.0
407.0,10.0
408.0,10.0
409.0,10.0
410.0,10.0
411.0,11.0
412.0,11.0
413.0,11.0
414.0,11.0
415.0,11.0
416.0,11.0
417.0,11.0
418.0,11.0
419.0,11.0
420.0,11.0
421.0,11.0
422.0,11.0
423.0,11.0
424.0,11.0
425.0,11.0
426.0,11.0
427.0,11.0
428.0,11.0
429.0,11.0
430.0,11.0
431.0,11.0
432.0,11.0
433.0,11.0
434.0,11.0
435.0,11.0
436.0,11.0
437.0,11.0
438.0,11.0
439.0,11.0
440.0,11.0
441.0,11.0
442.0,11.0
443.0,11.0
444.0,11.0
445.0,11.0
446.0,11.0
447.0,11.0
448.0,12.0
449.0,12.0
450.0,12.0
451.0,12.0
452.0,12.0
453.0,12.0
454.0,13.0
455.0,13.0
456.0,13.0
457.0,13.0
458.0,13.0
459.0,13.0
460.0,13.0
461.0,13.0
462.0,13.0
463.0,13.0
464.0,13.0
465.0,13.0
466.0,13.0
467.0,13.0
468.0,13.0
469.0,13.0
470.0,13.0
471.0,13.0
472.0,13.0
473.0,13.0
474.0,13.0
475.0,13.0
476.0,13.0
477.0,13.0
478.0,13.0
479.0,13.0
480.0,13.0
481.0,13.0
482.0,13.0
483.0,13.0
484.0,13.0
485.0,13.0
486.0,14.0
487.0,14.0
488.0,14.0
489.0,14.0
490.0,15.0
491.0,15.0
492.0,15.0
493.0,15.0
494.0,15.0
495.0,15.0
496.0,15.0
497.0,15.0
498.0,15.0
499.0,15.0
500.0,15.0
501.0,15.0
502.0,15.0
503.0,16.0
504.0,16.0
505.0,16.0
506.0,16.0
507.0,16.0
508.0,16.0
509.0,16.0
510.0,16.0
511.0,16.0
512.0,17.0
513.0,17.0
514.0,17.0
515.0,17.0
516.0,17.0
517.0,17.0
518.0,17.0
519.0,17.0
520.0,17.0
521.0,17.0
522.0,17.0
523.0,17.0
524.0,17.0
525.0,17.0
526.0,17.0
527.0,17.0
528.0,18.0
529.0,18.0
530.0,18.0
531.0,18.0
532.0,18.0
533.0,18.0
534.0,18.0
535.0,18.0
536.0,18.0
537.0,18.0
538.0,18.0
539.0,18.0
540.0,18.0
541.0,18.0
542.0,18.0
543.0,18.0
544.0,19.0
545.0,20.0
546.0,20.0
547.0,20.0
548.0,20.0
549.0,20.0
550.0,21.0
551.0,21.0
552.0,21.0
553.0,21.0
554.0,21.0
555.0,21.0
556.0,21.0
557.0,21.0
558.0,21.0
559.0,21.0
560.0,21.0
561.0,21.0
562.0,21.0
563.0,21.0
564.0,22.0
565.0,22.0
566.0,22.0
567.0,22.0
568.0,22.0
569.0,22.0
570.0,22.0
571.0,22.0
572.0,22.0
573.0,23.0
574.0,24.0
575.0,24.0
576.0,24.0
577.0,24.0
578.0,24.0
579.0,24.0
580.0,24.0
581.0,24.0
582.0,24.0
583.0,24.0
584.0,24.0
585.0,24.0
586.0,26.0
587.0,26.0
588.0,26.0
589.0,26.0
590.0,26.0
591.0,27.0
592.0,28.0
593.0,28.0
594.0,28.0
595.0,28.0
596.0,28.0
597.0,28.0
598.0,28.0
599.0,28.0
600.0,28.0
601.0,28.0
602.0,28.0
603.0,28.0
604.0,28.0
605.0,28.0
606.0,29.0
607.0,29.0
608.0,29.0
609.0,29.0
610.0,31.0
611.0,31.0
612.0,31.0
613.0,31.0
614.0,31.0
615.0,31.0
616.0,31.0
617.0,32.0
618.0,32.0
619.0,32.0
620.0,32.0
621.0,33.0
622.0,33.0
623.0,33.0
624.0,34.0
625.0,34.0
626.0,34.0
627.0,34.0
628.0,34.0
629.0,34.0
630.0,34.0
631.0,34.0
632.0,34.0
633.0,34.0
634.0,34.0
635.0,34.0
636.0,34.0
637.0,36.0
638.0,36.0
639.0,36.0
640.0,36.0
641.0,36.0
642.0,36.0
643.0,36.0
644.0,36.0
645.0,37.0
646.0,37.0
647.0,37.0
648.0,38.0
649.0,38.0
650.0,39.0
651.0,39.0
652.0,39.0
653.0,40.0
654.0,41.0
655.0,41.0
656.0,42.0
657.0,43.0
658.0,43.0
659.0,43.0
660.0,43.0
661.0,43.0
662.0,43.0
663.0,43.0
664.0,43.0
665.0,43.0
666.0,43.0
667.0,43.0
668.0,43.0
669.0,43.0
670.0,43.0
671.0,43.0
672.0,43.0
673.0,43.0
674.0,43.0
675.0,43.0
676.0,44.0
677.0,44.0
678.0,44.0
679.0,44.0
680.0,45.0
681.0,45.0
682.0,45.0
683.0,45.0
684.0,45.0
685.0,45.0
686.0,46.0
687.0,46.0
688.0,46.0
689.0,47.0
690.0,47.0
691.0,47.0
692.0,47.0
693.0,47.0
694.0,47.0
695.0,47.0
696.0,47.0
697.0,47.0
698.0,48.0
699.0,49.0
700.0,49.0
701.0,50.0
702.0,51.0
703.0,51.0
704.0,51.0
705.0,51.0
706.0,51.0
707.0,51.0
708.0,51.0
709.0,51.0
710.0,51.0
711.0,51.0
712.0,52.0
713.0,52.0
714.0,52.0
715.0,52.0
716.0,53.0
717.0,54.0
718.0,54.0
719.0,54.0
720.0,54.0
721.0,55.0
722.0,55.0
723.0,55.0
724.0,55.0
725.0,55.0
726.0,55.0
727.0,55.0
728.0,55.0
729.0,55.0
730.0,55.0
731.0,56.0
732.0,57.0
733.0,57.0
734.0,57.0
735.0,58.0
736.0,58.0
737.0,58.0
738.0,59.0
739.0,59.0
740.0,59.0
741.0,59.0
742.0,59.0
743.0,60.0
744.0,60.0
745.0,60.0
746.0,60.0
747.0,61.0
748.0,61.0
749.0,61.0
750.0,62.0
751.0,62.0
752.0,62.0
753.0,62.0
754.0,63.0
755.0,64.0
756.0,64.0
757.0,65.0
758.0,66.0
759.0,66.0
760.0,67.0
761.0,67.0
762.0,67.0
763.0,67.0
764.0,68.0
765.0,68.0
766.0,68.0
767.0,68.0
768.0,68.0
769.0,68.0
770.0,69.0
771.0,69.0
772.0,69.0
773.0,69.0
774.0,69.0
775.0,69.0
776.0,69.0
777.0,69.0
778.0,69.0
779.0,69.0
780.0,69.0
781.0,69.0
782.0,69.0
783.0,69.0
784.0,69.0
785.0,69.0
786.0,69.0
787.0,69.0
788.0,69.0
789.0,69.0
790.0,69.0
791.0,69.0
792.0,69.0
793.0,69.0
794.0,69.0
795.0,70.0
796.0,70.0
797.0,70.0
798.0,70.0
799.0,70.0
800.0,70.0
801.0,70.0
802.0,71.0
803.0,72.0
804.0,74.0
805.0,74.0
806.0,74.0
807.0,74.0
808.0,74.0
809.0,74.0
810.0,74.0
811.0,74.0
812.0,74.0
813.0,74.0
814.0,74.0
815.0,75.0
816.0,75.0
817.0,75.0
818.0,76.0
819.0,76.0
820.0,76.0
821.0,77.0
822.0,77.0
823.0,77.0
824.0,77.0
825.0,77.0
826.0,78.0
827.0,78.0
828.0,78.0
829.0,78.0
830.0,78.0
831.0,78.0
832.0,78.0
833.0,78.0
834.0,79.0
835.0,79.0
836.0,80.0
837.0,80.0
838.0,80.0
839.0,81.0
840.0,81.0
841.0,81.0
842.0,82.0
843.0,83.0
844.0,83.0
845.0,83.0
846.0,83.0
847.0,83.0
848.0,83.0
849.0,84.0
850.0,84.0
851.0,85.0
852.0,85.0
853.0,85.0
854.0,85.0
855.0,85.0
856.0,86.0
857.0,86.0
858.0,86.0
859.0,86.0
860.0,87.0
861.0,87.0
862.0,87.0
863.0,87.0
864.0,87.0
865.0,87.0
866.0,88.0
867.0,88.0
868.0,88.0
869.0,88.0
870.0,88.0
871.0,88.0
872.0,88.0
873.0,88.0
874.0,88.0
875.0,88.0
876.0,89.0
877.0,89.0
878.0,89.0
879.0,89.0
880.0,89.0
881.0,89.0
882.0,89.0
883.0,89.0
884.0,89.0
885.0,90.0
886.0,90.0
887.0,90.0
888.0,91.0
889.0,93.0
890.0,93.0
891.0,93.0
892.0,93.0
893.0,93.0
894.0,94.0
895.0,94.0
896.0,94.0
897.0,94.0
898.0,94.0
899.0,94.0
900.0,94.0
901.0,94.0
902.0,94.0
903.0,94.0
904.0,94.0
905.0,94.0
906.0,94.0
907.0,94.0
908.0,94.0
909.0,94.0
910.0,95.0
911.0,95.0
912.0,95.0
913.0,95.0
914.0,95.0
915.0,95.0
916.0,95.0
917.0,95.0
918.0,95.0
919.0,96.0
920.0,96.0
921.0,96.0
922.0,96.0
923.0,96.0
924.0,97.0
925.0,97.0
926.0,97.0
927.0,97.0
928.0,98.0
929.0,98.0
930.0,98.0
931.0,98.0
932.0,98.0
933.0,98.0
934.0,99.0
935.0,99.0
936.0,99.0
937.0,99.0
938.0,99.0
939.0,99.0
940.0,99.0
941.0,99.0
942.0,99.0
943.0,100.0
944.0,100.0
945.0,100.0
946.0,100.0
947.0,100.0
948.0,100.0
949.0,100.0
950.0,100.0
951.0,100.0
952.0,100.0
953.0,100.0
954.0,100.0
955.0,100.0
956.0,100.0
957.0,100.0
958.0,100.0
959.0,100.0
960.0,100.0
961.0,101.0
962.0,102.0
963.0,102.0
964.0,102.0
965.0,102.0
966.0,103.0
967.0,103.0
968.0,103.0
969.0,103.0
970.0,103.0
971.0,103.0
972.0,103.0
973.0,103.0
974.0,103.0
975.0,103.0
976.0,103.0
977.0,103.0
978.0,103.0
979.0,103.0
980.0,103.0
981.0,103.0
982.0,103.0
983.0,103.0
984.0,103.0
985.0,103.0
986.0,104.0
987.0,105.0
988.0,105.0
989.0,105.0
990.0,106.0
991.0,107.0
992.0,107.0
993.0,107.0
994.0,107.0
995.0,107.0
996.0,107.0
997.0,107.0
998.0,107.0
999.0,107.0
1000.0,107.0
1001.0,107.0
1002.0,108.0
1003.0,109.0
1004.0,109.0
1005.0,110.0
1006.0,111.0
1007.0,111.0
1008.0,112.0
1009.0,112.0
1010.0,112.0
1011.0,112.0
1012.0,112.0
1013.0,112.0
1014.0,112.0
1015.0,112.0
1016.0,112.0
1017.0,112.0
1018.0,113.0
1019.0,113.0
1020.0,113.0
1021.0,113.0
1022.0,113.0
1023.0,113.0
1024.0,113.0
1025.0,113.0
1026.0,113.0
1027.0,114.0
1028.0,114.0
1029.0,116.0
1030.0,116.0
1031.0,116.0
1032.0,116.0
1033.0,116.0
1034.0,116.0
1035.0,116.0
1036.0,116.0
1037.0,116.0
1038.0,116.0
1039.0,116.0
1040.0,116.0
1041.0,116.0
1042.0,117.0
1043.0,117.0
1044.0,118.0
1045.0,118.0
1046.0,118.0
1047.0,118.0
1048.0,118.0
1049.0,118.0
1050.0,118.0
1051.0,118.0
1052.0,118.0
1053.0,118.0
1054.0,118.0
1055.0,118.0
1056.0,118.0
1057.0,118.0
1058.0,118.0
1059.0,118.0
1060.0,118.0
1061.0,119.0
1062.0,119.0
1063.0,119.0
1064.0,119.0
1065.0,120.0
1066.0,120.0
1067.0,120.0
1068.0,120.0
1069.0,120.0
1070.0,121.0
1071.0,122.0
1072.0,122.0
1073.0,122.0
1074.0,123.0
1075.0,123.0
1076.0,123.0
1077.0,123.0
1078.0,124.0
1079.0,124.0
1080.0,124.0
1081.0,124.0
1082.0,125.0
1083.0,125.0
1084.0,125.0
1085.0,125.0
1086.0,125.0
1087.0,125.0
1088.0,125.0
1089.0,125.0
1090.0,125.0
1091.0,125.0
1092.0,125.0
1093.0,126.0
1094.0,126.0
1095.0,126.0
1096.0,126.0
1097.0,126.0
1098.0,126.0
1099.0,126.0
1100.0,126.0
1101.0,126.0
1102.0,126.0
1103.0,126.0
1104.0,126.0
1105.0,126.0
1106.0,127.0
1107.0,127.0
1108.0,128.0
1109.0,128.0
1110.0,128.0
1111.0,128.0
1112.0,128.0
1113.0,130.0
1114.0,130.0
1115.0,130.0
1116.0,130.0
1117.0,130.0
1118.0,130.0
1119.0,130.0
1120.0,130.0
1121.0,130.0
1122.0,130.0
1123.0,130.0
1124.0,130.0
1125.0,130.0
1126.0,131.0
1127.0,131.0
1128.0,131.0
1129.0,131.0
1130.0,131.0
1131.0,131.0
1132.0,131.0
1133.0,131.0
1134.0,131.0
1135.0,131.0
1136.0,131.0
1137.0,131.0
1138.0,131.0
1139.0,131.0
1140.0,131.0
1141.0,131.0
1142.0,131.0
1143.0,131.0
1144.0,131.0
1145.0,131.0
1146.0,131.0
1147.0,132.0
1148.0,132.0
1149.0,132.0
1150.0,132.0
1151.0,132.0
1152.0,132.0
1153.0,132.0
1154.0,132.0
1155.0,133.0
1156.0,133.0
1157.0,135.0
1158.0,136.0
1159.0,136.0
1160.0,136.0
1161.0,136.0
1162.0,136.0
1163.0,136.0
1164.0,136.0
1165.0,137.0
1166.0,137.0
1167.0,137.0
1168.0,137.0
1169.0,137.0
1170.0,137.0
1171.0,137.0
1172.0,137.0
1173.0,137.0
1174.0,139.0
1175.0,139.0
1176.0,139.0
1177.0,139.0
1178.0,139.0
1179.0,139.0
1180.0,139.0
1181.0,139.0
1182.0,139.0
1183.0,139.0
1184.0,139.0
1185.0,139.0
1186.0,139.0
1187.0,139.0
1188.0,139.0
1189.0,139.0
1190.0,139.0
1191.0,139.0
1192.0,139.0
1193.0,139.0
1194.0,139.0
1195.0,139.0
1196.0,139.0
1197.0,139.0
1198.0,139.0
1199.0,139.0
1200.0,139.0
1201.0,139.0
1202.0,139.0
1203.0,140.0
1204.0,140.0
1205.0,140.0
1206.0,140.0
1207.0,140.0
1208.0,140.0
1209.0,140.0
1210.0,140.0
1211.0,141.0
1212.0,141.0
1213.0,141.0
1214.0,142.0
1215.0,142.0
1216.0,143.0
1217.0,143.0
1218.0,143.0
1219.0,143.0
1220.0,143.0
1221.0,143.0
1222.0,143.0
1223.0,143.0
1224.0,143.0
1225.0,143.0
1226.0,143.0
1227.0,143.0
1228.0,143.0
1229.0,143.0
1230.0,143.0
1231.0,143.0
1232.0,143.0
1233.0,143.0
1234.0,143.0
1235.0,143.0
1236.0,143.0
1237.0,143.0
1238.0,143.0
1239.0,143.0
1240.0,143.0
1241.0,143.0
1242.0,143.0
1243.0,143.0
1244.0,143.0
1245.0,143.0
1246.0,144.0
1247.0,144.0
1248.0,144.0
1249.0,144.0
1250.0,144.0
1251.0,145.0
1252.0,145.0
1253.0,145.0
1254.0,145.0
1255.0,145.0
1256.0,145.0
1257.0,145.0
1258.0,145.0
1259.0,146.0
1260.0,146.0
1261.0,146.0
1262.0,146.0
1263.0,146.0
1264.0,147.0
1265.0,147.0
1266.0,147.0
1267.0,147.0
1268.0,147.0
1269.0,147.0
1270.0,147.0
1271.0,147.0
1272.0,147.0
1273.0,147.0
1274.0,147.0
1275.0,147.0
1276.0,147.0
1277.0,147.0
1278.0,148.0
1279.0,148.0
1280.0,148.0
1281.0,148.0
1282.0,148.0
1283.0,149.0
1284.0,149.0
1285.0,149.0
1286.0,150.0
1287.0,151.0
1288.0,152.0
1289.0,152.0
1290.0,152.0
1291.0,152.0
1292.0,152.0
1293.0,152.0
1294.0,153.0
1295.0,153.0
1296.0,153.0
1297.0,153.0
1298.0,153.0
1299.0,153.0
1300.0,153.0
1301.0,153.0
1302.0,154.0
1303.0,154.0
1304.0,154.0
1305.0,154.0
1306.0,154.0
1307.0,154.0
1308.0,154.0
1309.0,154.0
1310.0,155.0
1311.0,155.0
1312.0,155.0
1313.0,155.0
1314.0,155.0
1315.0,155.0
1316.0,155.0
1317.0,155.0
1318.0,155.0
1319.0,155.0
1320.0,155.0
1321.0,155.0
1322.0,155.0
1323.0,155.0
1324.0,155.0
1325.0,155.0
1326.0,155.0
1327.0,155.0
1328.0,155.0
1329.0,155.0
1330.0,155.0
1331.0,155.0
1332.0,155.0
1333.0,155.0
1334.0,155.0
1335.0,155.0
1336.0,155.0
1337.0,156.0
1338.0,156.0
1339.0,156.0
1340.0,156.0
1341.0,156.0
1342.0,156.0
1343.0,156.0
1344.0,156.0
1345.0,156.0
1346.0,156.0
1347.0,156.0
1348.0,156.0
1349.0,157.0
1350.0,157.0
1351.0,157.0
1352.0,157.0
1353.0,157.0
1354.0,157.0
1355.0,157.0
1356.0,157.0
1357.0,157.0
1358.0,157.0
1359.0,157.0
1360.0,157.0
1361.0,157.0
1362.0,157.0
1363.0,157.0
1364.0,157.0
1365.0,157.0
1366.0,157.0
1367.0,157.0
1368.0,157.0
1369.0,158.0
1370.0,158.0
1371.0,158.0
1372.0,158.0
1373.0,158.0
1374.0,158.0
1375.0,159.0
1376.0,159.0
1377.0,159.0
1378.0,159.0
1379.0,159.0
1380.0,159.0
1381.0,159.0
1382.0,160.0
1383.0,160.0
1384.0,160.0
1385.0,160.0
1386.0,160.0
1387.0,160.0
1388.0,160.0
1389.0,160.0
1390.0,160.0
1391.0,160.0
1392.0,161.0
1393.0,161.0
1394.0,161.0
1395.0,161.0
1396.0,161.0
1397.0,161.0
1398.0,161.0
1399.0,161.0
1400.0,161.0
1401.0,161.0
1402.0,162.0
1403.0,162.0
1404.0,162.0
1405.0,162.0
1406.0,162.0
1407.0,162.0
1408.0,162.0
1409.0,162.0
1410.0,162.0
1411.0,162.0
1412.0,162.0
1413.0,162.0
1414.0,162.0
1415.0,162.0
1416.0,163.0
1417.0,163.0
1418.0,163.0
1419.0,163.0
1420.0,163.0
1421.0,163.0
1422.0,163.0
1423.0,163.0
1424.0,163.0
1425.0,163.0
1426.0,163.0
1427.0,163.0
1428.0,163.0
1429.0,164.0
1430.0,164.0
1431.0,164.0
1432.0,164.0
1433.0,164.0
1434.0,165.0
1435.0,165.0
1436.0,165.0
1437.0,165.0
1438.0,166.0
1439.0,166.0
1440.0,166.0
1441.0,166.0
1442.0,166.0
1443.0,166.0
1444.0,166.0
1445.0,166.0
1446.0,167.0
1447.0,167.0
1448.0,167.0
1449.0,168.0
1450.0,168.0
1451.0,168.0
1452.0,169.0
1453.0,169.0
1454.0,169.0
1455.0,169.0
1456.0,169.0
1457.0,169.0
1458.0,169.0
1459.0,169.0
1460.0,169.0
1461.0,169.0
1462.0,169.0
1463.0,169.0
1464.0,169.0
1465.0,169.0
1466.0,169.0
1467.0,169.0
1468.0,169.0
1469.0,169.0
1470.0,169.0
1471.0,169.0
1472.0,169.0
1473.0,169.0
1474.0,169.0
1475.0,169.0
1476.0,169.0
1477.0,170.0
1478.0,170.0
1479.0,170.0
1480.0,170.0
1481.0,170.0
1482.0,170.0
1483.0,170.0
1484.0,170.0
1485.0,170.0
1486.0,170.0
1487.0,170.0
1488.0,170.0
1489.0,170.0
1490.0,170.0
1491.0,170.0
1492.0,170.0
1493.0,170.0
1494.0,170.0
1495.0,170.0
1496.0,170.0
1497.0,170.0
1498.0,170.0
1499.0,170.0
1500.0,170.0
1501.0,170.0
1502.0,170.0
1503.0,170.0
1504.0,170.0
1505.0,170.0
1506.0,170.0
1507.0,170.0
1508.0,170.0
1509.0,170.0
1510.0,170.0
1511.0,170.0
1512.0,170.0
1513.0,171.0
1514.0,171.0
1515.0,171.0
1516.0,171.0
1517.0,171.0
1518.0,171.0
1519.0,171.0
1520.0,171.0
1521.0,171.0
1522.0,171.0
1523.0,171.0
1524.0,171.0
1525.0,171.0
1526.0,171.0
1527.0,171.0
1528.0,171.0
1529.0,171.0
1530.0,171.0
1531.0,171.0
1532.0,171.0
1533.0,171.0
1534.0,172.0
1535.0,172.0
1536.0,172.0
1537.0,172.0
1538.0,172.0
1539.0,172.0
1540.0,172.0
1541.0,172.0
1542.0,172.0
1543.0,172.0
1544.0,172.0
1545.0,172.0
1546.0,172.0
1547.0,172.0
1548.0,172.0
1549.0,172.0
1550.0,172.0
1551.0,172.0
1552.0,172.0
1553.0,172.0
1554.0,172.0
1555.0,173.0
1556.0,173.0
1557.0,173.0
1558.0,173.0
1559.0,173.0
1560.0,173.0
1561.0,173.0
1562.0,173.0
1563.0,173.0
1564.0,173.0
1565.0,173.0
1566.0,173.0
1567.0,173.0
1568.0,173.0
1569.0,173.0
1570.0,173.0
1571.0,173.0
1572.0,173.0
1573.0,173.0
1574.0,173.0
1575.0,173.0
1576.0,173.0
1577.0,173.0
1578.0,174.0
1579.0,174.0
1580.0,174.0
1581.0,174.0
1582.0,174.0
1583.0,174.0
1584.0,174.0
1585.0,174.0
1586.0,174.0
1587.0,174.0
1588.0,174.0
1589.0,174.0
1590.0,174.0
1591.0,174.0
1592.0,174.0
1593.0,174.0
1594.0,174.0
1595.0,174.0
1596.0,174.0
1597.0,174.0
1598.0,174.0
1599.0,174.0
1600.0,174.0
1601.0,174.0
1602.0,175.0
1603.0,175.0
1604.0,175.0
1605.0,175.0
1606.0,175.0
1607.0,175.0
1608.0,175.0
1609.0,175.0
1610.0,176.0
1611.0,176.0
1612.0,176.0
1613.0,176.0
1614.0,176.0
1615.0,177.0
1616.0,177.0
1617.0,177.0
1618.0,177.0
1619.0,177.0
1620.0,177.0
1621.0,178.0
1622.0,178.0
1623.0,179.0
1624.0,179.0
1625.0,179.0
1626.0,179.0
1627.0,179.0
1628.0,179.0
1629.0,179.0
1630.0,179.0
1631.0,179.0
1632.0,179.0
1633.0,179.0
1634.0,179.0
1635.0,179.0
1636.0,179.0
1637.0,179.0
1638.0,179.0
1639.0,180.0
1640.0,180.0
1641.0,180.0
1642.0,180.0
1643.0,180.0
1644.0,180.0
1645.0,180.0
1646.0,180.0
1647.0,180.0
1648.0,180.0
1649.0,180.0
1650.0,180.0
1651.0,180.0
1652.0,180.0
1653.0,180.0
1654.0,180.0
1655.0,181.0
1656.0,181.0
1657.0,181.0
1658.0,181.0
1659.0,181.0
1660.0,181.0
1661.0,182.0
1662.0,182.0
1663.0,182.0
